Dispositivo,N° Registro,Nombre,Fecha,Hora
OF1IZQ,180237,jarteaga,2017-01-13,08:57:31
OF1IZQ,180238,gpinto,2017-01-13,09:26:06
OF1IZQ,180239,jloza,2017-01-13,09:56:07
OF1IZQ,180240,mpadilla,2017-01-13,11:15:13
OF1IZQ,180241,kmuruchi,2017-01-13,11:25:27
OF1IZQ,180242,dpenaranda,2017-01-13,11:31:03
OF1IZQ,180243,rquispe,2017-01-13,12:01:27
OF1IZQ,180244,dyugar,2017-01-13,12:01:40
OF1IZQ,180245,jtorrez,2017-01-13,12:02:26
OF1IZQ,180246,scriales,2017-01-13,12:03:08
OF1IZQ,180247,calvarado,2017-01-13,12:04:00
OF1IZQ,180248,rmolina,2017-01-13,12:04:07
OF1IZQ,180249,dantezana,2017-01-13,12:04:38
OF1IZQ,180250,ssaavedra,2017-01-13,12:05:38
OF1IZQ,180251,lpillco,2017-01-13,12:05:58
OF1IZQ,180252,dparraga,2017-01-13,12:06:45
OF1IZQ,180253,eonis,2017-01-13,12:08:01
OF1IZQ,180254,aalvarado,2017-01-13,12:09:01
OF1IZQ,180255,emendoza,2017-01-13,12:12:13
OF1IZQ,180256,rguevara,2017-01-13,12:12:21
OF1IZQ,180257,jcondori,2017-01-13,12:12:28
OF1IZQ,180258,vdonaire,2017-01-13,12:14:28
OF1IZQ,180259,almamani,2017-01-13,12:17:14
OF1IZQ,180260,ncolomo,2017-01-13,12:17:38
OF1IZQ,180261,ainch,2017-01-13,12:17:43
OF1IZQ,180262,ainch,2017-01-13,12:17:46
OF1IZQ,180263,gvargas,2017-01-13,12:19:00
OF1IZQ,180264,pzenteno,2017-01-13,12:23:26
OF1IZQ,180265,pzenteno,2017-01-13,12:23:33
OF1IZQ,180266,avillarreal,2017-01-13,12:27:04
OF1IZQ,180267,imamani,2017-01-13,12:28:27
OF1IZQ,180268,imaldonado,2017-01-13,12:32:23
OF1IZQ,180269,rmartinez,2017-01-13,12:38:52
OF1IZQ,180270,frojas,2017-01-13,12:39:33
OF1IZQ,180271,mgutierrez,2017-01-13,12:43:58
OF1IZQ,180272,nhuasebe,2017-01-13,12:44:48
OF1IZQ,180273,hlopez,2017-01-13,12:50:33
OF1IZQ,180274,cmorales,2017-01-13,12:51:02
OF1IZQ,180275,jloza,2017-01-13,12:54:46
OF1IZQ,180276,gpinto,2017-01-13,12:55:15
OF1IZQ,180277,jarteaga,2017-01-13,12:55:19
OF1IZQ,180278,jloza,2017-01-13,12:56:34
OF1IZQ,180279,mavendano,2017-01-13,13:32:41
OF1IZQ,180280,rguevara,2017-01-13,13:32:51
OF1IZQ,180281,lvelasco,2017-01-13,13:33:07
OF1IZQ,180282,rescobar,2017-01-13,13:33:12
OF1IZQ,180283,almamani,2017-01-13,13:35:21
OF1IZQ,180284,econdori,2017-01-13,13:36:31
OF1IZQ,180285,econdori,2017-01-13,13:36:34
OF1IZQ,180286,agruich,2017-01-13,13:36:38
OF1IZQ,180287,agruich,2017-01-13,13:36:42
OF1IZQ,180288,aalvarado,2017-01-13,13:42:32
OF1IZQ,180289,jcondori,2017-01-13,13:42:52
OF1IZQ,180290,gpinto,2017-01-13,13:43:21
OF1IZQ,180291,jarteaga,2017-01-13,13:43:26
OF1IZQ,180292,jloza,2017-01-13,13:43:32
OF1IZQ,180293,frojas,2017-01-13,13:43:36
OF1IZQ,180294,emendoza,2017-01-13,13:45:08
OF1IZQ,180295,szapata,2017-01-13,13:46:34
OF1IZQ,180296,emendoza,2017-01-13,13:54:23
OF1IZQ,180297,dparraga,2017-01-13,14:07:07
OF1IZQ,180298,lpillco,2017-01-13,14:15:30
OF1IZQ,180299,rmartinez,2017-01-13,14:16:52
OF1IZQ,180300,cmorales,2017-01-13,14:20:40
OF1IZQ,180301,imamani,2017-01-13,14:22:00
OF1IZQ,180302,jtorrez,2017-01-13,14:23:09
OF1IZQ,180303,nantezana,2017-01-13,14:25:54
OF1IZQ,180304,calvarado,2017-01-13,14:27:34
OF1IZQ,180305,ainch,2017-01-13,14:32:27
OF1IZQ,180306,ainch,2017-01-13,14:32:38
OF1IZQ,180307,kmuruchi,2017-01-13,14:34:19
OF1IZQ,180308,avillarreal,2017-01-13,14:34:23
OF1IZQ,180309,irioja,2017-01-13,14:34:37
OF1IZQ,180310,gvargas,2017-01-13,14:35:02
OF1IZQ,180311,ssaavedra,2017-01-13,14:37:05
OF1IZQ,180312,hlopez,2017-01-13,14:37:56
OF1IZQ,180313,scriales,2017-01-13,14:40:37
OF1IZQ,180314,ncolomo,2017-01-13,14:41:16
OF1IZQ,180315,mlandaeta,2017-01-13,14:43:14
OF1IZQ,180316,equiroz,2017-01-13,14:43:27
OF1IZQ,180317,dantezana,2017-01-13,15:46:28
OF1IZQ,180318,pzenteno,2017-01-13,15:52:18
OF1IZQ,180319,jtorrez,2017-01-13,19:03:05
OF1IZQ,180320,dpenaranda,2017-01-13,19:04:11
OF1IZQ,180321,irioja,2017-01-13,19:04:18
OF1IZQ,180322,calvarado,2017-01-13,19:05:33
OF1IZQ,180323,scriales,2017-01-13,19:08:36
OF1IZQ,180324,aalvarado,2017-01-13,19:09:51
OF1IZQ,180325,rquispe,2017-01-13,19:11:04
OF1IZQ,180326,dyugar,2017-01-13,19:11:48
OF1IZQ,180327,ssaavedra,2017-01-13,19:14:36
OF1IZQ,180328,pzenteno,2017-01-13,19:29:27
OF1IZQ,180329,emendoza,2017-01-13,19:33:50
OF1IZQ,180330,dantezana,2017-01-13,19:36:22
OF1IZQ,180331,mmeruvia,2017-01-13,19:39:47
OF1IZQ,180332,jcondori,2017-01-13,19:42:01
OF1IZQ,180333,ainch,2017-01-13,19:42:45
OF1IZQ,180334,ainch,2017-01-13,19:42:47
OF1IZQ,180335,lvelasco,2017-01-13,19:44:22
OF1IZQ,180336,lpillco,2017-01-13,19:44:28
OF1IZQ,180337,mlaura,2017-01-13,19:49:58
OF1IZQ,180338,ecanqui,2017-01-13,19:52:47
OF1IZQ,180339,rescobar,2017-01-13,19:55:26
OF1IZQ,180340,kmuruchi,2017-01-13,19:55:42
OF1IZQ,180341,covale,2017-01-13,19:56:58
OF1IZQ,180342,nantezana,2017-01-13,20:02:03
OF1IZQ,180343,szapata,2017-01-13,20:02:51
OF1IZQ,180344,imamani,2017-01-13,20:09:17
OF1IZQ,180345,agruich,2017-01-13,20:09:26
OF1IZQ,180346,agruich,2017-01-13,20:09:31
OF1IZQ,180347,hlopez,2017-01-13,20:09:37
OF1IZQ,180348,rvallejos,2017-01-13,20:12:41
OF1IZQ,180349,eonis,2017-01-13,20:15:43
OF1IZQ,180350,eonis,2017-01-13,20:15:58
OF1IZQ,180351,rvallejos,2017-01-13,20:16:05
OF1IZQ,180352,rvallejos,2017-01-13,20:16:08
OF1IZQ,180353,jarteaga,2017-01-13,20:23:20
OF1IZQ,180354,avillarreal,2017-01-13,20:23:45
OF1IZQ,180355,mlizarazu,2017-01-13,20:26:36
OF1IZQ,180356,cmorales,2017-01-13,20:31:16
OF1IZQ,180357,frojas,2017-01-13,20:31:33
OF1IZQ,180358,gvargas,2017-01-13,20:31:38
OF1IZQ,180359,equiroz,2017-01-13,20:34:05
OF1IZQ,180360,mavendano,2017-01-13,20:40:02
OF1IZQ,180361,gpinto,2017-01-13,20:42:56
OF1IZQ,180362,jloza,2017-01-13,20:43:01
OF1IZQ,180363,nhuasebe,2017-01-13,20:49:15
OF1IZQ,180364,nhuasebe,2017-01-13,20:49:19
OF1IZQ,180365,mpadilla,2017-01-13,20:55:05
OF1IZQ,180366,nhuasebe,2017-01-13,20:56:34
OF1IZQ,180367,dparraga,2017-01-16,08:08:44
OF1IZQ,180368,rmartinez,2017-01-16,08:13:48
OF1IZQ,180369,vpacoricona,2017-01-16,08:17:22
OF1IZQ,180370,dpenaranda,2017-01-16,08:17:33
OF1IZQ,180371,scriales,2017-01-16,08:22:09
OF1IZQ,180372,calvarado,2017-01-16,08:25:12
OF1IZQ,180373,irioja,2017-01-16,08:25:29
OF1IZQ,180374,szapata,2017-01-16,08:30:47
OF1IZQ,180375,cmorales,2017-01-16,08:31:29
OF1IZQ,180376,kmuruchi,2017-01-16,08:31:33
OF1IZQ,180377,gpinto,2017-01-16,08:31:42
OF1IZQ,180378,imamani,2017-01-16,08:33:04
OF1IZQ,180379,ssaavedra,2017-01-16,08:33:23
OF1IZQ,180380,dyugar,2017-01-16,08:34:31
OF1IZQ,180381,rquispe,2017-01-16,08:34:35
OF1IZQ,180382,lvelasco,2017-01-16,08:35:48
OF1IZQ,180383,pzenteno,2017-01-16,08:35:54
OF1IZQ,180384,pzenteno,2017-01-16,08:35:57
OF1IZQ,180385,ainch,2017-01-16,08:36:46
OF1IZQ,180386,ainch,2017-01-16,08:36:52
OF1IZQ,180387,hlopez,2017-01-16,08:37:39
OF1IZQ,180388,frojas,2017-01-16,08:37:46
OF1IZQ,180389,vdonaire,2017-01-16,08:38:52
OF1IZQ,180390,vmendez,2017-01-16,08:39:43
OF1IZQ,180391,avillarreal,2017-01-16,08:39:47
OF1IZQ,180392,aalvarado,2017-01-16,08:42:40
OF1IZQ,180393,jtorrez,2017-01-16,08:42:45
OF1IZQ,180394,jcondori,2017-01-16,08:42:50
OF1IZQ,180395,jloza,2017-01-16,08:43:23
OF1IZQ,180396,mlaura,2017-01-16,08:44:38
OF1IZQ,180397,mlizarazu,2017-01-16,08:46:58
OF1IZQ,180398,gvargas,2017-01-16,08:48:44
OF1IZQ,180399,jarteaga,2017-01-16,08:50:59
OF1IZQ,180400,eonis,2017-01-16,08:52:51
OF1IZQ,180401,equiroz,2017-01-16,08:57:05
OF1IZQ,180402,elima,2017-01-16,08:57:10
OF1IZQ,180403,dantezana,2017-01-16,09:44:32
OF1IZQ,180404,lvelasco,2017-01-16,10:35:45
OF1IZQ,180405,ncolomo,2017-01-16,10:58:41
OF1IZQ,180406,nantezana,2017-01-16,11:42:52
OF1IZQ,180407,rmolina,2017-01-16,12:00:06
OF1IZQ,180408,ssaavedra,2017-01-16,12:00:26
OF1IZQ,180409,dparraga,2017-01-16,12:01:02
OF1IZQ,180410,dparraga,2017-01-16,12:01:04
OF1IZQ,180411,calvarado,2017-01-16,12:04:23
OF1IZQ,180412,mlandaeta,2017-01-16,12:04:46
OF1IZQ,180413,rquispe,2017-01-16,12:05:04
OF1IZQ,180414,dyugar,2017-01-16,12:05:08
OF1IZQ,180415,imamani,2017-01-16,12:05:29
OF1IZQ,180416,jtorrez,2017-01-16,12:05:50
OF1IZQ,180417,dpenaranda,2017-01-16,12:06:01
OF1IZQ,180418,lpillco,2017-01-16,12:06:09
OF1IZQ,180419,irioja,2017-01-16,12:07:40
OF1IZQ,180420,scriales,2017-01-16,12:08:00
OF1IZQ,180421,aalvarado,2017-01-16,12:08:05
OF1IZQ,180422,pzenteno,2017-01-16,12:08:57
OF1IZQ,180423,agruich,2017-01-16,12:09:01
OF1IZQ,180424,agruich,2017-01-16,12:09:04
OF1IZQ,180425,jcondori,2017-01-16,12:09:52
OF1IZQ,180426,rguevara,2017-01-16,12:09:59
OF1IZQ,180427,emendoza,2017-01-16,12:10:04
OF1IZQ,180428,mlaura,2017-01-16,12:10:28
OF1IZQ,180429,hlopez,2017-01-16,12:10:37
OF1IZQ,180430,cmorales,2017-01-16,12:11:16
OF1IZQ,180431,kmuruchi,2017-01-16,12:11:28
OF1IZQ,180432,vdonaire,2017-01-16,12:11:46
OF1IZQ,180433,gvargas,2017-01-16,12:11:51
OF1IZQ,180434,nhuasebe,2017-01-16,12:12:00
OF1IZQ,180435,vmendez,2017-01-16,12:12:04
OF1IZQ,180436,szapata,2017-01-16,12:12:48
OF1IZQ,180437,nantezana,2017-01-16,12:12:52
OF1IZQ,180438,jarteaga,2017-01-16,12:13:39
OF1IZQ,180439,jloza,2017-01-16,12:14:07
OF1IZQ,180440,gpinto,2017-01-16,12:14:11
OF1IZQ,180441,ainch,2017-01-16,12:14:30
OF1IZQ,180442,ainch,2017-01-16,12:14:33
OF1IZQ,180443,ncolomo,2017-01-16,12:21:19
OF1IZQ,180444,frojas,2017-01-16,12:25:27
OF1IZQ,180445,eonis,2017-01-16,12:31:45
OF1IZQ,180446,nantezana,2017-01-16,12:36:19
OF1IZQ,180447,mavendano,2017-01-16,12:36:25
OF1IZQ,180448,rescobar,2017-01-16,12:37:46
OF1IZQ,180449,jloza,2017-01-16,13:32:42
OF1IZQ,180450,gpinto,2017-01-16,13:32:46
OF1IZQ,180451,jarteaga,2017-01-16,13:37:42
OF1IZQ,180452,emendoza,2017-01-16,13:37:46
OF1IZQ,180453,jcondori,2017-01-16,13:37:50
OF1IZQ,180454,almamani,2017-01-16,13:42:26
OF1IZQ,180455,aalvarado,2017-01-16,13:46:21
OF1IZQ,180456,scriales,2017-01-16,13:47:01
OF1IZQ,180457,rguevara,2017-01-16,13:56:59
OF1IZQ,180458,calvarado,2017-01-16,14:01:35
OF1IZQ,180459,equiroz,2017-01-16,14:06:32
OF1IZQ,180460,avillarreal,2017-01-16,14:09:11
OF1IZQ,180461,jarteaga,2017-01-16,14:09:52
OF1IZQ,180462,frojas,2017-01-16,14:16:22
OF1IZQ,180463,lpillco,2017-01-16,14:18:56
OF1IZQ,180464,imamani,2017-01-16,14:19:02
OF1IZQ,180465,agruich,2017-01-16,14:20:55
OF1IZQ,180466,agruich,2017-01-16,14:20:59
OF1IZQ,180467,ainch,2017-01-16,14:25:07
OF1IZQ,180468,ainch,2017-01-16,14:25:10
OF1IZQ,180469,vdonaire,2017-01-16,14:26:30
OF1IZQ,180470,irioja,2017-01-16,14:26:35
OF1IZQ,180471,szapata,2017-01-16,14:32:33
OF1IZQ,180472,rmartinez,2017-01-16,14:32:39
OF1IZQ,180473,cmorales,2017-01-16,14:32:57
OF1IZQ,180474,kmuruchi,2017-01-16,14:33:01
OF1IZQ,180475,jtorrez,2017-01-16,14:33:36
OF1IZQ,180476,mpadilla,2017-01-16,14:33:41
OF1IZQ,180477,gvargas,2017-01-16,14:36:40
OF1IZQ,180478,lvelasco,2017-01-16,14:37:18
OF1IZQ,180479,hlopez,2017-01-16,14:40:54
OF1IZQ,180480,eonis,2017-01-16,14:41:46
OF1IZQ,180481,elima,2017-01-16,14:43:58
OF1IZQ,180482,dantezana,2017-01-16,14:50:08
OF1IZQ,180483,jsanjinez,2017-01-16,14:54:02
OF1IZQ,180484,mlizarazu,2017-01-16,15:20:28
OF1IZQ,180485,pzenteno,2017-01-16,15:24:48
OF1IZQ,180486,dyugar,2017-01-16,15:43:40
OF1IZQ,180487,lvelasco,2017-01-16,15:53:45
OF1IZQ,180488,jtorrez,2017-01-16,19:03:19
OF1IZQ,180489,ncolomo,2017-01-16,19:08:46
OF1IZQ,180490,dparraga,2017-01-16,19:08:50
OF1IZQ,180491,ainch,2017-01-16,19:09:01
OF1IZQ,180492,ainch,2017-01-16,19:09:04
OF1IZQ,180493,calvarado,2017-01-16,19:09:36
OF1IZQ,180494,ssaavedra,2017-01-16,19:09:43
OF1IZQ,180495,equiroz,2017-01-16,19:11:38
OF1IZQ,180496,aalvarado,2017-01-16,19:13:37
OF1IZQ,180497,nantezana,2017-01-16,19:14:35
OF1IZQ,180498,mottich,2017-01-16,19:18:40
OF1IZQ,180499,jsanjinez,2017-01-16,19:18:46
OF1IZQ,180500,agruich,2017-01-16,19:19:17
OF1IZQ,180501,agruich,2017-01-16,19:19:21
OF1IZQ,180502,dyugar,2017-01-16,19:19:53
OF1IZQ,180503,vdonaire,2017-01-16,19:19:58
OF1IZQ,180504,rquispe,2017-01-16,19:20:03
OF1IZQ,180505,jloza,2017-01-16,19:24:37
OF1IZQ,180506,pzenteno,2017-01-16,19:24:42
OF1IZQ,180507,pzenteno,2017-01-16,19:24:44
OF1IZQ,180508,jloza,2017-01-16,19:25:58
OF1IZQ,180509,irioja,2017-01-16,19:26:06
OF1IZQ,180510,dantezana,2017-01-16,19:37:18
OF1IZQ,180511,mlaura,2017-01-16,19:39:19
OF1IZQ,180512,nhuasebe,2017-01-16,19:39:25
OF1IZQ,180513,nhuasebe,2017-01-16,19:39:30
OF1IZQ,180514,scriales,2017-01-16,19:40:29
OF1IZQ,180515,imamani,2017-01-16,19:43:18
OF1IZQ,180516,kmuruchi,2017-01-16,19:47:03
OF1IZQ,180517,szapata,2017-01-16,19:47:44
OF1IZQ,180518,gvargas,2017-01-16,19:54:16
OF1IZQ,180519,cmorales,2017-01-16,19:55:02
OF1IZQ,180520,jpoma,2017-01-16,20:05:35
OF1IZQ,180521,emendoza,2017-01-16,20:05:58
OF1IZQ,180522,jcondori,2017-01-16,20:06:27
OF1IZQ,180523,rvallejos,2017-01-16,20:09:20
OF1IZQ,180524,almamani,2017-01-16,20:12:09
OF1IZQ,180525,dpenaranda,2017-01-16,20:12:43
OF1IZQ,180526,lpillco,2017-01-16,20:12:48
OF1IZQ,180527,rescobar,2017-01-16,20:13:28
OF1IZQ,180528,vmendez,2017-01-16,20:13:33
OF1IZQ,180529,almamani,2017-01-16,20:15:16
OF1IZQ,180530,gpinto,2017-01-16,20:15:24
OF1IZQ,180531,mavendano,2017-01-16,20:16:44
OF1IZQ,180532,rmartinez,2017-01-16,20:16:48
OF1IZQ,180533,jarteaga,2017-01-16,20:17:01
OF1IZQ,180534,rguevara,2017-01-16,20:17:08
OF1IZQ,180535,eonis,2017-01-16,20:19:59
OF1IZQ,180536,avillarreal,2017-01-16,20:20:03
OF1IZQ,180537,ogutierrez,2017-01-16,20:24:47
OF1IZQ,180538,mmeruvia,2017-01-16,20:46:48
OF1IZQ,180539,hlopez,2017-01-16,20:53:26
OF1IZQ,180540,mgutierrez,2017-01-17,08:23:47
OF1IZQ,180541,gpinto,2017-01-17,08:23:58
OF1IZQ,180542,imamani,2017-01-17,08:24:03
OF1IZQ,180543,almamani,2017-01-17,08:24:07
OF1IZQ,180544,dparraga,2017-01-17,08:24:13
OF1IZQ,180545,dparraga,2017-01-17,08:24:15
OF1IZQ,180546,rmartinez,2017-01-17,08:25:08
OF1IZQ,180547,mavendano,2017-01-17,08:25:14
OF1IZQ,180548,szapata,2017-01-17,08:26:21
OF1IZQ,180549,pzenteno,2017-01-17,08:27:11
OF1IZQ,180550,agruich,2017-01-17,08:27:17
OF1IZQ,180551,agruich,2017-01-17,08:27:20
OF1IZQ,180552,rguevara,2017-01-17,08:27:26
OF1IZQ,180553,scriales,2017-01-17,08:27:51
OF1IZQ,180554,nantezana,2017-01-17,08:29:51
OF1IZQ,180555,cmorales,2017-01-17,08:29:58
OF1IZQ,180556,jloza,2017-01-17,08:31:17
OF1IZQ,180557,aalvarado,2017-01-17,08:31:45
OF1IZQ,180558,jsanjinez,2017-01-17,08:32:08
OF1IZQ,180559,cmorales,2017-01-17,08:32:16
OF1IZQ,180560,calvarado,2017-01-17,08:33:01
OF1IZQ,180561,vdonaire,2017-01-17,08:33:47
OF1IZQ,180562,dantezana,2017-01-17,08:36:19
OF1IZQ,180563,dyugar,2017-01-17,08:37:35
OF1IZQ,180564,hlopez,2017-01-17,08:37:41
OF1IZQ,180565,jtorrez,2017-01-17,08:39:17
OF1IZQ,180566,ncolomo,2017-01-17,08:39:25
OF1IZQ,180567,ainch,2017-01-17,08:39:35
OF1IZQ,180568,ainch,2017-01-17,08:39:45
OF1IZQ,180569,jcondori,2017-01-17,08:40:14
OF1IZQ,180570,emendoza,2017-01-17,08:40:24
OF1IZQ,180571,rmendoza,2017-01-17,08:40:27
OF1IZQ,180572,frojas,2017-01-17,08:40:47
OF1IZQ,180573,lpillco,2017-01-17,08:40:52
OF1IZQ,180574,lvelasco,2017-01-17,08:41:23
OF1IZQ,180575,gvargas,2017-01-17,08:42:23
OF1IZQ,180576,mlizarazu,2017-01-17,08:42:27
OF1IZQ,180577,mottich,2017-01-17,08:43:31
OF1IZQ,180578,jarteaga,2017-01-17,08:43:36
OF1IZQ,180579,avillarreal,2017-01-17,08:49:20
OF1IZQ,180580,equiroz,2017-01-17,08:49:26
OF1IZQ,180581,eonis,2017-01-17,08:58:19
OF1IZQ,180582,csegurondo,2017-01-17,09:05:34
OF1IZQ,180583,csegurondo,2017-01-17,09:05:38
OF1IZQ,180584,imaldonado,2017-01-17,10:10:15
OF1IZQ,180585,dparraga,2017-01-17,11:15:04
OF1IZQ,180586,irioja,2017-01-17,11:33:23
OF1IZQ,180587,kmuruchi,2017-01-17,11:33:40
OF1IZQ,180588,kmuruchi,2017-01-17,11:33:59
OF1IZQ,180589,kmuruchi,2017-01-17,11:34:01
OF1IZQ,180590,imamani,2017-01-17,12:02:30
OF1IZQ,180591,rmolina,2017-01-17,12:03:03
OF1IZQ,180592,rquispe,2017-01-17,12:03:17
OF1IZQ,180593,agruich,2017-01-17,12:03:39
OF1IZQ,180594,agruich,2017-01-17,12:03:41
OF1IZQ,180595,dyugar,2017-01-17,12:03:49
OF1IZQ,180596,jtorrez,2017-01-17,12:03:59
OF1IZQ,180597,almamani,2017-01-17,12:04:52
OF1IZQ,180598,dpenaranda,2017-01-17,12:04:57
OF1IZQ,180599,lpillco,2017-01-17,12:05:03
OF1IZQ,180600,avillarreal,2017-01-17,12:05:07
OF1IZQ,180601,scriales,2017-01-17,12:05:24
OF1IZQ,180602,vzalles,2017-01-17,12:08:08
OF1IZQ,180603,ncolomo,2017-01-17,12:08:14
OF1IZQ,180604,jloza,2017-01-17,12:09:45
OF1IZQ,180605,gpinto,2017-01-17,12:09:54
OF1IZQ,180606,mlizarazu,2017-01-17,12:10:27
OF1IZQ,180607,dantezana,2017-01-17,12:10:31
OF1IZQ,180608,pzenteno,2017-01-17,12:10:53
OF1IZQ,180609,calvarado,2017-01-17,12:11:00
OF1IZQ,180610,ssaavedra,2017-01-17,12:11:09
OF1IZQ,180611,pzenteno,2017-01-17,12:11:12
OF1IZQ,180612,eonis,2017-01-17,12:12:06
OF1IZQ,180613,aalvarado,2017-01-17,12:12:41
OF1IZQ,180614,gvargas,2017-01-17,12:12:55
OF1IZQ,180615,vdonaire,2017-01-17,12:13:07
OF1IZQ,180616,irioja,2017-01-17,12:13:30
OF1IZQ,180617,nantezana,2017-01-17,12:13:37
OF1IZQ,180618,lvelasco,2017-01-17,12:14:07
OF1IZQ,180619,emendoza,2017-01-17,12:14:12
OF1IZQ,180620,jcondori,2017-01-17,12:14:15
OF1IZQ,180621,rguevara,2017-01-17,12:14:20
OF1IZQ,180622,hlopez,2017-01-17,12:14:25
OF1IZQ,180623,frojas,2017-01-17,12:14:29
OF1IZQ,180624,jarteaga,2017-01-17,12:15:49
OF1IZQ,180625,rmartinez,2017-01-17,12:17:22
OF1IZQ,180626,nhuasebe,2017-01-17,12:18:41
OF1IZQ,180627,ecanqui,2017-01-17,12:19:04
OF1IZQ,180628,jsanjinez,2017-01-17,12:19:39
OF1IZQ,180629,mgutierrez,2017-01-17,12:22:08
OF1IZQ,180630,vmendez,2017-01-17,12:25:54
OF1IZQ,180631,mottich,2017-01-17,12:29:18
OF1IZQ,180632,kmuruchi,2017-01-17,12:29:56
OF1IZQ,180633,csegurondo,2017-01-17,12:30:04
OF1IZQ,180634,mlaura,2017-01-17,12:31:28
OF1IZQ,180635,cmorales,2017-01-17,12:31:35
OF1IZQ,180636,ainch,2017-01-17,12:38:00
OF1IZQ,180637,ainch,2017-01-17,12:38:03
OF1IZQ,180638,rvallejos,2017-01-17,12:38:18
OF1IZQ,180639,rvallejos,2017-01-17,12:38:23
OF1IZQ,180640,mavendano,2017-01-17,12:56:46
OF1IZQ,180641,equiroz,2017-01-17,12:56:55
OF1IZQ,180642,rescobar,2017-01-17,12:56:58
OF1IZQ,180643,elima,2017-01-17,13:14:00
OF1IZQ,180644,hlopez,2017-01-17,13:31:17
OF1IZQ,180645,frojas,2017-01-17,13:31:48
OF1IZQ,180646,jarteaga,2017-01-17,13:41:13
OF1IZQ,180647,rguevara,2017-01-17,13:41:23
OF1IZQ,180648,mmamani,2017-01-17,13:52:48
OF1IZQ,180649,emendoza,2017-01-17,14:00:40
OF1IZQ,180650,jcondori,2017-01-17,14:00:43
OF1IZQ,180651,avillarreal,2017-01-17,14:03:31
OF1IZQ,180652,rmartinez,2017-01-17,14:15:06
OF1IZQ,180653,rescobar,2017-01-17,14:15:10
OF1IZQ,180654,scriales,2017-01-17,14:16:58
OF1IZQ,180655,equiroz,2017-01-17,14:21:23
OF1IZQ,180656,vmendez,2017-01-17,14:21:32
OF1IZQ,180657,jloza,2017-01-17,14:24:12
OF1IZQ,180658,dantezana,2017-01-17,14:29:41
OF1IZQ,180659,dantezana,2017-01-17,14:29:45
OF1IZQ,180660,dpenaranda,2017-01-17,14:30:02
OF1IZQ,180661,ainch,2017-01-17,14:30:58
OF1IZQ,180662,ainch,2017-01-17,14:31:02
OF1IZQ,180663,kmuruchi,2017-01-17,14:32:00
OF1IZQ,180664,lpillco,2017-01-17,14:33:56
OF1IZQ,180665,lpillco,2017-01-17,14:33:58
OF1IZQ,180666,cmorales,2017-01-17,14:34:53
OF1IZQ,180667,rquispe,2017-01-17,14:35:06
OF1IZQ,180668,vdonaire,2017-01-17,14:35:30
OF1IZQ,180669,irioja,2017-01-17,14:37:26
OF1IZQ,180670,pfernandez,2017-01-17,14:37:34
OF1IZQ,180671,vpacoricona,2017-01-17,14:37:40
OF1IZQ,180672,ncolomo,2017-01-17,14:37:47
OF1IZQ,180673,pfernandez,2017-01-17,14:37:53
OF1IZQ,180674,pfernandez,2017-01-17,14:37:59
OF1IZQ,180675,pfernandez,2017-01-17,14:38:03
OF1IZQ,180676,pfernandez,2017-01-17,14:38:05
OF1IZQ,180677,irioja,2017-01-17,14:38:14
OF1IZQ,180678,irioja,2017-01-17,14:38:17
OF1IZQ,180679,calvarado,2017-01-17,14:40:07
OF1IZQ,180680,gvargas,2017-01-17,14:40:12
OF1IZQ,180681,aalvarado,2017-01-17,14:40:17
OF1IZQ,180682,mlizarazu,2017-01-17,14:41:08
OF1IZQ,180683,jtorrez,2017-01-17,14:41:58
OF1IZQ,180684,szapata,2017-01-17,14:42:09
OF1IZQ,180685,mmeruvia,2017-01-17,14:42:31
OF1IZQ,180686,pzenteno,2017-01-17,14:45:21
OF1IZQ,180687,pzenteno,2017-01-17,14:45:23
OF1IZQ,180688,eonis,2017-01-17,14:48:14
OF1IZQ,180689,nantezana,2017-01-17,15:40:22
OF1IZQ,180690,dyugar,2017-01-17,15:46:48
OF1IZQ,180691,ncolomo,2017-01-17,17:27:32
OF1IZQ,180692,vzalles,2017-01-17,17:47:37
OF1IZQ,180693,dparraga,2017-01-17,17:47:41
OF1IZQ,180694,vdonaire,2017-01-17,18:06:51
OF1IZQ,180695,mmamani,2017-01-17,18:11:20
OF1IZQ,180696,dmendoza,2017-01-17,18:18:49
OF1IZQ,180697,imamani,2017-01-17,19:01:43
OF1IZQ,180698,jsanjinez,2017-01-17,19:03:45
OF1IZQ,180699,agruich,2017-01-17,19:10:29
OF1IZQ,180700,agruich,2017-01-17,19:10:33
OF1IZQ,180701,jtorrez,2017-01-17,19:10:38
OF1IZQ,180702,kmuruchi,2017-01-17,19:11:16
OF1IZQ,180703,aalvarado,2017-01-17,19:11:49
OF1IZQ,180704,lvelasco,2017-01-17,19:17:44
OF1IZQ,180705,elima,2017-01-17,19:25:32
OF1IZQ,180706,lpillco,2017-01-17,19:25:44
OF1IZQ,180707,calvarado,2017-01-17,19:27:18
OF1IZQ,180708,nhuasebe,2017-01-17,19:27:25
OF1IZQ,180709,nantezana,2017-01-17,19:30:04
OF1IZQ,180710,dyugar,2017-01-17,19:33:25
OF1IZQ,180711,rquispe,2017-01-17,19:33:29
OF1IZQ,180712,irioja,2017-01-17,19:35:00
OF1IZQ,180713,rguevara,2017-01-17,19:37:26
OF1IZQ,180714,vmendez,2017-01-17,19:38:47
